,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads,trending,new_addition
118,domdomegg/airtable-mcp-server,domdomegg/airtable-mcp-server,"Airtable database integration with schema inspection, read and write capabilities.","['local', 'typescript']",databases,https://github.com/domdomegg/airtable-mcp-server,https://github.com/domdomegg/airtable-mcp-server,MIT,2024-12-12 17:16:40,2025-08-03 14:56:03,2025-08-03 14:55:59,60,22.0,74,6.0,28.0,5.0,17.0,265,,,,5.0,5.0,6.0,13,True,3,,,,
119,Aas-ee/open-webSearch,Aas-ee/open-webSearch,"Web search using free multi-engine search (NO API KEYS REQUIRED) Supports Bing, Baidu, DuckDuckGo, Brave, Exa, and CSDN.","['cloud', 'python', 'typescript']",search-data-extraction,https://github.com/Aas-ee/open-webSearch,https://github.com/Aas-ee/open-webSearch,Apache-2.0,2025-06-20 12:09:49,2025-08-23 14:25:19,2025-08-23 13:57:53,84,83.0,43,3.0,4.0,2.0,7.0,261,2025-08-04 05:59:07,1.1.4.2,2.0,,,2.0,13,True,2,,,,
120,wenb1n-dev/mysql_mcp_server_pro,wenb1n-dev/mysql_mcp_server_pro,"Supports SSE, STDIO; not only limited to MySQLs CRUD functionality; also includes database exception analysis..","['local', 'python']",databases,https://github.com/wenb1n-dev/mysql_mcp_server_pro,https://github.com/wenb1n-dev/mysql_mcp_server_pro,MIT,2025-04-04 07:22:49,2025-08-06 06:56:14,2025-08-06 06:56:08,77,34.0,30,2.0,1.0,9.0,30.0,249,2025-08-05 00:48:54,1.7.0,10.0,,,2.0,13,True,3,,,,
121,Automata-Labs-team/MCP-Server-Playwright,Automata-Labs-team/MCP-Server-Playwright,An MCP server for browser automation using Playwright.,['python'],browser-automation,https://github.com/Automata-Labs-team/MCP-Server-Playwright,https://github.com/Automata-Labs-team/MCP-Server-Playwright,MIT,2024-12-02 08:15:20,2025-06-05 21:48:28,2025-06-05 21:48:28,75,3.0,32,2.0,8.0,5.0,1.0,245,2025-01-24 07:03:52,1.2.1,15.0,12.0,12.0,5.0,13,True,2,,,,
122,zinja-coder/apktool-mcp-server,zinja-coder/apktool-mcp-server,APKTool MCP Server is a MCP server for the Apk Tool to provide automation in reverse engineering of Android APKs.,"['local', 'python']",security,https://github.com/zinja-coder/apktool-mcp-server,https://github.com/zinja-coder/apktool-mcp-server,Apache-2.0,2025-04-19 19:20:05,2025-06-10 10:02:25,2025-06-10 10:02:25,46,3.0,25,1.0,3.0,,,200,2025-05-11 21:25:45,2.0.0,3.0,,,3.0,13,True,3,355.0,88.0,,
123,XGenerationLab/xiyan_mcp_server,XGenerationLab/xiyan_mcp_server,"An MCP server that supports fetching data from a database using natural language queries, powered by XiyanSQL as the..","['cloud', 'typescript']",databases,https://github.com/XGenerationLab/xiyan_mcp_server,https://github.com/XGenerationLab/xiyan_mcp_server,Apache-2.0,2025-03-13 07:39:00,2025-08-21 06:59:29,2025-08-21 06:59:29,61,8.0,37,8.0,4.0,9.0,4.0,197,2025-05-07 11:06:19,0.1.5,6.0,,,6.0,13,True,3,23.0,4.0,,
124,Govcraft/rust-docs-mcp-server,Govcraft/rust-docs-mcp-server,"Provides up-to-date documentation context for a specific Rust crate to LLMs via an MCP tool, using semantic search..","['local', 'rust']",developer-tools,https://github.com/Govcraft/rust-docs-mcp-server,https://github.com/Govcraft/rust-docs-mcp-server,MIT,2025-03-26 00:15:21,2025-06-23 03:03:08,2025-06-23 03:03:08,77,2.0,23,,9.0,7.0,3.0,179,2025-05-08 03:13:07,1.3.1,14.0,,,4.0,13,True,2,268.0,53.0,,
125,tinyfish-io/agentql-mcp,tinyfish-io/agentql-mcp,MCP server that provides AgentQLs data extraction capabilities.,"['cloud', 'official', 'typescript']",search-data-extraction,https://github.com/tinyfish-io/agentql-mcp,https://github.com/tinyfish-io/agentql-mcp,MIT,2024-12-21 01:12:55,2025-07-22 20:21:15,2025-07-22 20:21:13,56,5.0,22,9.0,27.0,2.0,,104,2025-03-13 00:38:37,1.0.0,1.0,3.0,3.0,5.0,13,True,2,,,,
126,FradSer/mcp-server-apple-reminders,FradSer/mcp-server-apple-reminders,An MCP server for interacting with Apple Reminders on macOS.,"['local', 'macos', 'typescript']",browser-automation,https://github.com/FradSer/mcp-server-apple-reminders,https://github.com/FradSer/mcp-server-apple-reminders,MIT,2025-02-14 18:03:02,2025-08-21 06:39:54,2025-08-20 17:00:29,74,57.0,16,1.0,10.0,7.0,10.0,102,2025-08-20 16:54:52,0.7.1,5.0,,,5.0,13,True,2,,,,
127,sapientpants/sonarqube-mcp-server,sapientpants/sonarqube-mcp-server,A Model Context Protocol (MCP) server that integrates with SonarQube to provide AI assistants with access to code..,"['cloud', 'local', 'rust']",developer-tools,https://github.com/sapientpants/sonarqube-mcp-server,https://github.com/sapientpants/sonarqube-mcp-server,MIT,2025-03-20 12:02:36,2025-08-19 22:56:56,2025-08-19 10:39:57,142,106.0,13,3.0,210.0,4.0,50.0,86,2025-08-19 10:52:38,1.7.5,19.0,1.0,1.0,2.0,13,True,2,,,,
128,1mcp-app/agent,1mcp-app/agent,A unified Model Context Protocol server implementation that aggregates multiple MCP servers into one.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/1mcp-app/agent,https://github.com/1mcp-app/agent,Apache-2.0,2025-03-16 14:05:08,2025-08-24 12:20:52,2025-08-24 12:20:10,391,253.0,14,2.0,94.0,1.0,2.0,82,2025-08-22 14:38:19,0.19.0,24.0,1.0,1.0,3.0,13,True,2,,,,
129,reza-gholizade/k8s-mcp-server,reza-gholizade/k8s-mcp-server,A Kubernetes Model Context Protocol (MCP) server that provides tools for interacting with Kubernetes clusters through..,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/reza-gholizade/k8s-mcp-server,https://github.com/reza-gholizade/k8s-mcp-server,MIT,2025-04-13 21:22:39,2025-08-18 12:02:27,2025-08-18 12:02:21,127,77.0,12,5.0,39.0,2.0,5.0,72,2025-08-02 09:02:21,1.0.16,7.0,,,7.0,13,True,3,36.0,18.0,,
130,ivo-toby/contentful-mcp,ivo-toby/contentful-mcp,"Update, create, delete content, content-models and assets in your Contentful Space.","['local', 'typescript']",other-tools-and-integrations,https://github.com/ivo-toby/contentful-mcp,https://github.com/ivo-toby/contentful-mcp,MIT,2024-12-04 18:27:09,2025-08-14 12:12:32,2025-08-14 12:12:29,261,15.0,15,2.0,32.0,8.0,9.0,61,2025-07-31 08:21:18,1.19.0,20.0,,,6.0,13,True,2,,,,
131,tuannvm/mcp-trino,tuannvm/mcp-trino,A Go implementation of a Model Context Protocol (MCP) server for Trino.,"['cloud', 'go']",databases,https://github.com/tuannvm/mcp-trino,https://github.com/tuannvm/mcp-trino,,2025-04-09 14:10:52,2025-08-22 03:01:23,2025-08-22 03:01:11,197,106.0,17,2.0,74.0,2.0,8.0,55,2025-08-20 05:04:00,2.2.0,24.0,,,8.0,13,True,3,837.0,209.0,,
132,ivnvxd/mcp-server-odoo,ivnvxd/mcp-server-odoo,"Connect AI assistants to Odoo ERP systems for business data access, record management, and workflow automation.","['cloud', 'local', 'python']",other-tools-and-integrations,https://github.com/ivnvxd/mcp-server-odoo,https://github.com/ivnvxd/mcp-server-odoo,MPL-2.0,2025-03-22 20:45:03,2025-08-11 21:34:01,2025-08-04 21:38:42,66,64.0,23,4.0,2.0,7.0,5.0,53,2025-08-04 21:19:45,0.2.2,6.0,,,2.0,13,True,2,,,,True
133,optuna/optuna-mcp,optuna/optuna-mcp,Official MCP server enabling seamless orchestration of hyperparameter search and other optimization tasks with Optuna.,"['linux', 'local', 'macos', 'official', 'python']",data-science-tools,https://github.com/optuna/optuna-mcp,https://github.com/optuna/optuna-mcp,MIT,2025-06-10 07:03:55,2025-06-25 06:10:16,2025-06-25 06:10:15,59,59.0,16,,33.0,,,50,2025-06-13 02:10:37,0.1.2,3.0,,,6.0,13,True,2,,,,True
134,zcaceres/markdownify-mcp,zcaceres/markdownify-mcp,An MCP server to convert almost any file or web content into Markdown.,"['local', 'typescript']",data-science-tools,https://github.com/zcaceres/markdownify-mcp,https://github.com/zcaceres/markdownify-mcp,MIT,2024-12-18 21:14:52,2025-05-19 15:35:18,2025-05-19 15:35:18,35,,164,11.0,14.0,11.0,6.0,2058,,,,,,6.0,12,True,3,,,,
135,rinadelph/Agent-MCP,rinadelph/Agent-MCP,"A framework for creating multi-agent systems using MCP for coordinated AI collaboration, featuring task management,..","['local', 'python']",coding-agents,https://github.com/rinadelph/Agent-MCP,https://github.com/rinadelph/Agent-MCP,,2025-05-13 15:40:10,2025-08-24 05:49:18,2025-08-24 05:49:13,278,236.0,97,9.0,15.0,9.0,16.0,838,,,,,,7.0,12,True,3,,,,
136,Coding-Solo/godot-mcp,Coding-Solo/godot-mcp,"A MCP server for interacting with the Godot game engine, providing tools for editing, running, debugging, and managing..","['local', 'typescript']",gaming,https://github.com/Coding-Solo/godot-mcp,https://github.com/Coding-Solo/godot-mcp,MIT,2025-02-26 21:58:45,2025-08-09 21:19:34,2025-08-09 21:19:34,44,10.0,83,10.0,15.0,13.0,12.0,795,,,,,,4.0,12,True,3,,,,
137,alexander-zuev/supabase-mcp-server,alexander-zuev/supabase-mcp-server,Supabase MCP Server with support for SQL query execution and database exploration tools.,[],databases,https://github.com/alexander-zuev/supabase-mcp-server,https://github.com/alexander-zuev/supabase-mcp-server,Apache-2.0,2025-02-15 08:54:29,2025-08-05 08:01:55,2025-08-05 07:53:36,122,1.0,89,14.0,28.0,3.0,41.0,783,2025-04-03 10:25:36,0.4,19.0,,,2.0,12,True,3,,,,
138,ClickHouse/mcp-clickhouse,ClickHouse/mcp-clickhouse,ClickHouse database integration with schema inspection and query capabilities.,"['cloud', 'python']",databases,https://github.com/ClickHouse/mcp-clickhouse,https://github.com/ClickHouse/mcp-clickhouse,Apache-2.0,2024-12-25 14:15:46,2025-08-01 18:44:56,2025-08-01 18:44:56,53,11.0,95,6.0,53.0,14.0,12.0,506,,,,,,16.0,12,True,3,,,,
139,ferrislucas/iterm-mcp,ferrislucas/iterm-mcp,A Model Context Protocol server that provides access to iTerm. You can run commands and ask questions about what you..,[],command-line,https://github.com/ferrislucas/iterm-mcp,https://github.com/ferrislucas/iterm-mcp,MIT,2025-01-09 04:49:23,2025-08-10 21:20:44,2025-08-10 20:55:10,77,1.0,41,2.0,17.0,4.0,7.0,430,2025-04-17 03:31:43,1.2.5,11.0,1.0,1.0,6.0,12,True,2,,,,
140,neondatabase-labs/mcp-server-neon,neondatabase-labs/mcp-server-neon,An MCP Server for creating and managing Postgres databases using Neon Serverless Postgres.,"['cloud', 'typescript']",databases,https://github.com/neondatabase-labs/mcp-server-neon,https://github.com/neondatabase-labs/mcp-server-neon,MIT,2024-11-29 19:08:55,2025-08-22 15:58:19,2025-08-22 11:48:05,129,39.0,67,5.0,88.0,7.0,14.0,429,,,,,,12.0,12,True,3,,,,
141,bgauryy/octocode-mcp,bgauryy/octocode-mcp,"AI-powered developer assistant that enables advanced research, analysis and discovery across GitHub and NPM realms in..","['cloud', 'linux', 'macos', 'typescript', 'windows']",developer-tools,https://github.com/bgauryy/octocode-mcp,https://github.com/bgauryy/octocode-mcp,MIT,2025-06-05 13:56:40,2025-08-24 08:12:47,2025-08-22 13:00:06,179,179.0,26,2.0,110.0,,2.0,402,2025-08-22 12:48:55,2.3.28,1.0,,,2.0,12,True,3,,,,
142,xing5/mcp-google-sheets,xing5/mcp-google-sheets,"A Model Context Protocol server for interacting with Google Sheets. This server provides tools to create, read,..","['cloud', 'python']",databases,https://github.com/xing5/mcp-google-sheets,https://github.com/xing5/mcp-google-sheets,MIT,2025-03-22 01:01:45,2025-08-21 23:46:43,2025-08-21 23:46:42,18,8.0,87,4.0,11.0,4.0,19.0,353,2025-08-21 23:29:34,0.5.0,6.0,,,7.0,12,True,3,,,,
143,nwiizo/tfmcp,nwiizo/tfmcp,"A Terraform MCP server allowing AI assistants to manage and operate Terraform environments, enabling reading..","['local', 'rust']",cloud-platforms,https://github.com/nwiizo/tfmcp,https://github.com/nwiizo/tfmcp,MIT,2025-03-08 14:10:29,2025-06-14 02:38:30,2025-06-14 02:38:17,44,23.0,21,7.0,3.0,,4.0,336,2025-06-14 02:38:59,0.1.5,1.0,,,2.0,12,True,3,,,,
144,runekaagaard/mcp-alchemy,runekaagaard/mcp-alchemy,"Universal SQLAlchemy-based database integration supporting PostgreSQL, MySQL, MariaDB, SQLite, Oracle, MS SQL Server..","['local', 'python']",databases,https://github.com/runekaagaard/mcp-alchemy,https://github.com/runekaagaard/mcp-alchemy,MPL-2.0,2024-12-26 14:09:30,2025-08-15 07:18:27,2025-08-15 07:18:25,119,13.0,51,6.0,12.0,,16.0,299,,,,,,6.0,12,True,3,,,,
145,chigwell/telegram-mcp,chigwell/telegram-mcp,"Telegram API integration for accessing user data, managing dialogs (chats, channels, groups), retrieving messages,..","['local', 'python']",communication,https://github.com/chigwell/telegram-mcp,https://github.com/chigwell/telegram-mcp,Apache-2.0,2025-03-20 14:06:35,2025-08-06 18:39:07,2025-08-06 18:39:07,65,6.0,91,4.0,11.0,7.0,2.0,294,2025-08-06 16:54:56,2.0.3,4.0,,,3.0,12,True,2,,,,
146,ttommyth/interactive-mcp,ttommyth/interactive-mcp,Enables interactive LLM workflows by adding local user prompts and chat capabilities directly into the MCP loop.,"['linux', 'local', 'macos', 'typescript', 'windows']",other-tools-and-integrations,https://github.com/ttommyth/interactive-mcp,https://github.com/ttommyth/interactive-mcp,MIT,2025-04-25 13:38:04,2025-06-16 14:29:21,2025-06-12 02:34:26,45,6.0,25,1.0,5.0,6.0,9.0,289,2025-06-16 14:29:24,1.10.1,15.0,1.0,1.0,4.0,12,True,2,,,,
147,mzxrai/mcp-webresearch,mzxrai/mcp-webresearch,Search Google and do deep web research on any topic.,[],search-data-extraction,https://github.com/mzxrai/mcp-webresearch,https://github.com/mzxrai/mcp-webresearch,MIT,2024-12-06 04:28:52,2024-12-18 03:38:30,2024-12-18 03:38:25,35,,51,2.0,7.0,,,275,2024-12-15 22:32:43,0.1.6,3.0,5.0,5.0,,12,True,2,,,,
148,cyberchitta/llm-context.py,cyberchitta/llm-context.py,Share code context with LLMs via MCP or clipboard.,"['local', 'python']",file-systems,https://github.com/cyberchitta/llm-context.py,https://github.com/cyberchitta/llm-context.py,Apache-2.0,2024-04-20 15:51:14,2025-08-24 14:51:38,2025-08-24 14:51:33,563,90.0,19,7.0,11.0,2.0,3.0,258,,,,,,2.0,12,True,3,,,,
149,ferdousbhai/investor-agent,ferdousbhai/investor-agent,Yahoo Finance integration to fetch stock market data including options recommendations.,"['cloud', 'python']",finance-and-fintech,https://github.com/ferdousbhai/investor-agent,https://github.com/ferdousbhai/investor-agent,MIT,2025-02-21 06:20:12,2025-08-22 05:05:51,2025-08-22 05:03:26,39,21.0,29,4.0,3.0,,4.0,243,,,,,,5.0,12,True,1,,,,
150,armorwallet/armor-crypto-mcp,armorwallet/armor-crypto-mcp,"MCP to interface with multiple blockchains, staking, DeFi, swap, bridging, wallet management, DCA, Limit Orders, Coin..","['cloud', 'python']",finance-and-fintech,https://github.com/armorwallet/armor-crypto-mcp,https://github.com/armorwallet/armor-crypto-mcp,GPL-3.0,2025-03-22 12:05:35,2025-07-29 15:53:53,2025-05-27 10:02:34,184,2.0,31,4.0,24.0,,,218,2025-05-14 14:02:00,0.2.1,25.0,,,6.0,12,True,1,,,,
151,chaindead/telegram-mcp,chaindead/telegram-mcp,"Telegram API integration for accessing user data, managing dialogs (chats, channels, groups), retrieving messages, and..","['go', 'local']",communication,https://github.com/chaindead/telegram-mcp,https://github.com/chaindead/telegram-mcp,MIT,2025-04-01 14:43:04,2025-08-21 10:44:53,2025-08-21 10:42:46,67,2.0,20,4.0,4.0,4.0,1.0,193,2025-08-21 10:49:44,0.1.23,23.0,,,3.0,12,True,2,1269.0,317.0,,
152,g0t4/mcp-server-commands,g0t4/mcp-server-commands,Run any command with run_command and run_script tools.,"['local', 'typescript']",command-line,https://github.com/g0t4/mcp-server-commands,https://github.com/g0t4/mcp-server-commands,MIT,2024-11-29 02:39:02,2025-06-17 23:28:59,2025-06-17 23:28:42,208,2.0,31,2.0,4.0,1.0,3.0,189,2025-04-30 12:06:46,0.5.0,1.0,,,,12,True,2,,,,
153,furey/mongodb-lens,furey/mongodb-lens,MongoDB Lens: Full Featured MCP Server for MongoDB Databases.,"['local', 'typescript']",databases,https://github.com/furey/mongodb-lens,https://github.com/furey/mongodb-lens,MIT,2025-03-09 05:39:54,2025-04-23 00:44:12,2025-04-23 00:44:03,448,,20,8.0,6.0,,,180,2025-04-23 00:44:33,9.1.4,25.0,2.0,2.0,3.0,12,True,3,,,,
154,alexei-led/aws-mcp-server,alexei-led/aws-mcp-server,"A lightweight but powerful server that enables AI assistants to execute AWS CLI commands, use Unix pipes, and apply..","['cloud', 'python']",cloud-platforms,https://github.com/alexei-led/aws-mcp-server,https://github.com/alexei-led/aws-mcp-server,MIT,2025-03-19 13:42:40,2025-04-10 19:06:06,2025-04-10 19:01:00,114,,23,3.0,9.0,5.0,4.0,159,2025-04-11 17:45:49,1.3.0,6.0,,,,12,True,3,,,,
155,fatwang2/search1api-mcp,fatwang2/search1api-mcp,Search via search1api (requires paid API key).,"['cloud', 'typescript']",search-data-extraction,https://github.com/fatwang2/search1api-mcp,https://github.com/fatwang2/search1api-mcp,MIT,2024-11-26 09:03:56,2025-04-06 05:45:22,2025-04-06 05:45:22,65,,32,3.0,6.0,1.0,4.0,151,2025-03-28 13:48:36,0.1.8,5.0,2.0,2.0,2.0,12,True,2,,,,
156,ktanaka101/mcp-server-duckdb,ktanaka101/mcp-server-duckdb,DuckDB database integration with schema inspection and query capabilities.,"['local', 'python']",databases,https://github.com/ktanaka101/mcp-server-duckdb,https://github.com/ktanaka101/mcp-server-duckdb,MIT,2024-11-30 14:25:37,2025-05-05 11:02:57,2025-05-05 10:54:44,53,,15,5.0,20.0,2.0,7.0,150,2025-05-05 11:00:02,1.1.0,9.0,1.0,1.0,4.0,12,True,3,,,,
157,sxhxliang/mcp-access-point,sxhxliang/mcp-access-point,Turn a web service into an MCP server in one click without making any code changes.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/sxhxliang/mcp-access-point,https://github.com/sxhxliang/mcp-access-point,MIT,2025-04-06 15:35:00,2025-08-10 05:02:20,2025-08-10 05:02:03,63,18.0,20,3.0,3.0,,8.0,114,2025-07-05 09:22:10,0.1.3,6.0,,,3.0,12,True,3,,,,
158,pydantic/logfire-mcp,pydantic/logfire-mcp,Provides access to OpenTelemetry traces and metrics through Logfire.,"['cloud', 'official', 'python']",monitoring,https://github.com/pydantic/logfire-mcp,https://github.com/pydantic/logfire-mcp,MIT,2025-03-06 12:26:11,2025-08-08 17:38:31,2025-08-08 17:23:42,46,26.0,17,4.0,27.0,4.0,7.0,104,2025-08-08 17:24:37,0.5.1,13.0,,,9.0,12,True,3,,,,
159,lamemind/mcp-server-multiverse,lamemind/mcp-server-multiverse,A middleware server that enables multiple isolated instances of the same MCP servers to coexist independently with..,"['local', 'typescript']",developer-tools,https://github.com/lamemind/mcp-server-multiverse,https://github.com/lamemind/mcp-server-multiverse,MIT,2025-01-29 15:22:06,2025-06-04 21:32:11,2025-06-04 21:31:42,58,13.0,12,4.0,3.0,2.0,4.0,70,2025-05-29 06:19:18,1.1.4,1.0,,,,12,True,3,,,,
160,portainer/portainer-mcp,portainer/portainer-mcp,"A powerful MCP server that enables AI assistants to seamlessly interact with Portainer instances, providing natural..","['cloud', 'go', 'local']",cloud-platforms,https://github.com/portainer/portainer-mcp,https://github.com/portainer/portainer-mcp,Zlib,2025-03-09 21:00:17,2025-06-30 14:08:38,2025-06-30 14:08:09,106,5.0,11,3.0,29.0,4.0,3.0,59,2025-06-30 14:09:39,0.6.0,7.0,,,3.0,12,True,3,1132.0,283.0,,
161,sitbon/magg,sitbon/magg,"Magg: A meta-MCP server that acts as a universal hub, allowing LLMs to autonomously discover, install, and orchestrate..","['cloud', 'linux', 'local', 'macos', 'python', 'windows']",aggregators,https://github.com/sitbon/magg,https://github.com/sitbon/magg,AGPL-3.0,2025-06-20 08:54:11,2025-08-07 01:41:04,2025-08-07 01:39:44,88,88.0,10,,2.0,,,56,2025-08-07 01:41:05,0.10.1,14.0,,,,12,True,3,11.0,5.0,,True
162,nguyenvanduocit/jira-mcp,nguyenvanduocit/jira-mcp,A Go-based MCP connector for Jira that enables AI assistants like Claude to interact with Atlassian Jira. This tool..,"['cloud', 'go']",support-and-service-management,https://github.com/nguyenvanduocit/jira-mcp,https://github.com/nguyenvanduocit/jira-mcp,MIT,2025-03-25 13:35:58,2025-07-08 10:18:00,2025-07-08 10:18:00,73,32.0,13,1.0,26.0,1.0,3.0,54,2025-06-12 03:34:47,1.11.0,13.0,,,6.0,12,True,3,534.0,133.0,,True
163,polygon-io/mcp_polygon,polygon-io/mcp_polygon,"An MCP server that provides access to Polygon.io financial market data APIs for stocks, indices, forex, options, and..","['cloud', 'python']",finance-and-fintech,https://github.com/polygon-io/mcp_polygon,https://github.com/polygon-io/mcp_polygon,MIT,2025-03-19 22:05:09,2025-07-29 01:08:57,2025-07-29 01:08:18,41,18.0,15,9.0,18.0,2.0,4.0,53,2025-07-29 01:08:57,0.4.0,5.0,,,6.0,12,True,1,,,,True
164,anaisbetts/mcp-installer,anaisbetts/mcp-installer,An MCP server that installs other MCP servers for you.,"['local', 'python']",other-tools-and-integrations,https://github.com/anaisbetts/mcp-installer,https://github.com/anaisbetts/mcp-installer,MIT,2024-11-26 18:01:53,2024-11-26 20:05:09,2024-11-26 20:05:09,12,,174,12.0,9.0,9.0,3.0,1383,,,,,,,11,True,2,,,,
165,rohitg00/kubectl-mcp-server,rohitg00/kubectl-mcp-server,"A Model Context Protocol (MCP) server for Kubernetes that enables AI assistants like Claude, Cursor, and others to..","['cloud', 'local', 'python']",cloud-platforms,https://github.com/rohitg00/kubectl-mcp-server,https://github.com/rohitg00/kubectl-mcp-server,MIT,2025-03-23 17:49:07,2025-07-14 22:37:55,2025-07-14 22:37:55,29,13.0,122,9.0,10.0,9.0,10.0,699,,,,,,6.0,11,True,3,,,,
166,anaisbetts/mcp-youtube,anaisbetts/mcp-youtube,Fetch YouTube subtitles.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/anaisbetts/mcp-youtube,https://github.com/anaisbetts/mcp-youtube,MIT,2024-11-19 18:41:07,2025-03-20 17:21:01,2025-03-20 17:17:38,14,,46,5.0,8.0,4.0,3.0,430,2025-03-20 17:21:01,0.6.0,1.0,,,,11,True,2,,,,
167,MarkusPfundstein/mcp-gsuite,MarkusPfundstein/mcp-gsuite,Integration with gmail and Google Calendar.,"['cloud', 'python']",workplace-and-productivity,https://github.com/MarkusPfundstein/mcp-gsuite,https://github.com/MarkusPfundstein/mcp-gsuite,MIT,2024-11-30 22:32:38,2025-04-14 10:41:50,2025-04-14 10:41:50,67,,84,6.0,19.0,16.0,8.0,418,,,,3.0,3.0,6.0,11,True,3,,,,
168,nickclyde/duckduckgo-mcp-server,nickclyde/duckduckgo-mcp-server,Web search using DuckDuckGo.,"['cloud', 'python']",search-data-extraction,https://github.com/nickclyde/duckduckgo-mcp-server,https://github.com/nickclyde/duckduckgo-mcp-server,MIT,2025-02-22 21:19:19,2025-03-11 22:59:22,2025-03-11 22:59:22,13,,84,3.0,10.0,11.0,,405,,,,10.0,10.0,5.0,11,True,2,,,,
169,kimtaeyoon83/mcp-server-youtube-transcript,kimtaeyoon83/mcp-server-youtube-transcript,Fetch YouTube subtitles and transcripts for AI analysis.,"['cloud', 'typescript']",browser-automation,https://github.com/kimtaeyoon83/mcp-server-youtube-transcript,https://github.com/kimtaeyoon83/mcp-server-youtube-transcript,MIT,2024-11-29 04:53:05,2025-08-08 04:32:12,2025-05-09 07:15:45,20,,50,3.0,7.0,7.0,3.0,300,,,,4.0,4.0,6.0,11,True,3,,,,
170,openbnb-org/mcp-server-airbnb,openbnb-org/mcp-server-airbnb,Provides tools to search Airbnb and get listing details.,"['cloud', 'typescript']",travel-and-transportation,https://github.com/openbnb-org/mcp-server-airbnb,https://github.com/openbnb-org/mcp-server-airbnb,MIT,2025-03-10 00:20:50,2025-07-18 03:57:21,2025-07-18 02:38:30,16,5.0,67,1.0,4.0,4.0,9.0,265,2025-07-18 03:57:21,0.1.3,1.0,,,3.0,11,True,1,117.0,117.0,,
171,InditexTech/mcp-server-simulator-ios-idb,InditexTech/mcp-server-simulator-ios-idb,"A Model Context Protocol (MCP) server that enables LLMs to interact with iOS simulators (iPhone, iPad, etc.) through..","['local', 'macos', 'typescript']",developer-tools,https://github.com/InditexTech/mcp-server-simulator-ios-idb,https://github.com/InditexTech/mcp-server-simulator-ios-idb,Apache-2.0,2025-03-18 11:11:28,2025-04-25 08:31:47,2025-04-25 08:31:47,37,,17,3.0,11.0,1.0,4.0,226,2025-04-02 14:17:03,1.0.1,2.0,,,6.0,11,True,3,,,,
172,hyperb1iss/droidmind,hyperb1iss/droidmind,"Control Android devices with AI through MCP, enabling device control, debugging, system analysis, and UI automation..","['local', 'python']",developer-tools,https://github.com/hyperb1iss/droidmind,https://github.com/hyperb1iss/droidmind,Apache-2.0,2025-03-02 10:46:15,2025-05-16 20:36:01,2025-05-16 20:33:53,82,,30,3.0,3.0,3.0,6.0,224,2025-05-16 20:36:13,0.3.1,1.0,,,,11,True,3,,,,
173,admica/FileScopeMCP,admica/FileScopeMCP,Analyzes your codebase identifying important files based on dependency relationships. Generates diagrams and..,"['python', 'rust', 'typescript']",developer-tools,https://github.com/admica/FileScopeMCP,https://github.com/admica/FileScopeMCP,GPL-3.0,2025-03-27 19:35:07,2025-07-14 05:46:08,2025-07-14 05:46:07,91,8.0,21,1.0,4.0,6.0,3.0,218,2025-06-11 16:58:24,2.8.0,4.0,,,4.0,11,True,3,,,,
174,robotmcp/ros-mcp-server,robotmcp/ros-mcp-server,The ROS MCP Server supports robot control by converting user-issued natural language commands into ROS or ROS2 control..,"['linux', 'local', 'macos', 'python', 'windows']",developer-tools,https://github.com/robotmcp/ros-mcp-server,https://github.com/robotmcp/ros-mcp-server,Apache-2.0,2025-04-11 05:40:09,2025-08-22 17:05:24,2025-08-22 17:05:24,103,57.0,40,11.0,13.0,6.0,1.0,200,,,,,,5.0,11,True,3,,,,
175,tumf/mcp-text-editor,tumf/mcp-text-editor,A line-oriented text file editor. Optimized for LLM tools with efficient partial file access to minimize token usage.,"['local', 'python']",developer-tools,https://github.com/tumf/mcp-text-editor,https://github.com/tumf/mcp-text-editor,MIT,2024-12-11 10:12:28,2025-05-04 13:37:20,2025-05-04 13:37:20,210,,20,1.0,7.0,2.0,4.0,151,2024-12-22 15:31:21,1.0.2,2.0,,,9.0,11,True,3,,,,
176,pyroprompts/any-chat-completions-mcp,pyroprompts/any-chat-completions-mcp,"Chat with any other OpenAI SDK Compatible Chat Completions API, like Perplexity, Groq, xAI and more.",[],other-tools-and-integrations,https://github.com/pyroprompts/any-chat-completions-mcp,https://github.com/pyroprompts/any-chat-completions-mcp,MIT,2024-12-02 03:40:01,2025-05-01 02:39:27,2025-05-01 02:39:22,16,,21,,4.0,4.0,,140,2025-05-01 02:33:53,0.1.1,2.0,,,4.0,11,True,2,,,,
