,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads
0,jlowin/fastmcp,jlowin/fastmcp,A high-level framework for building MCP servers in Python.,['python'],other-tools-and-integrations,https://github.com/jlowin/fastmcp,https://github.com/jlowin/fastmcp,Apache-2.0,2024-11-30 01:47:40,2025-08-03 14:40:14,2025-08-03 13:52:03,1874,1293.0,1003,61.0,690.0,123.0,444.0,15663,2025-08-01 21:29:54,2.11.0,54.0,5021.0,5021.0,89.0,33,True,1,,
1,github/github-mcp-server,github/github-mcp-server,"Official GitHub server for integration with repository management, PRs, issues, and more.","['cloud', 'typescript']",version-control,https://github.com/github/github-mcp-server,https://github.com/github/github-mcp-server,MIT,2025-03-04 16:42:04,2025-08-01 15:55:11,2025-08-01 15:55:11,331,146.0,1796,193.0,403.0,124.0,211.0,20054,2025-08-01 14:43:06,0.10.0,16.0,4.0,4.0,68.0,30,True,1,51738.0,12934.0
2,mindsdb/mindsdb,mindsdb/mindsdb,Connect and unify data across various platforms and databases with MindsDB as a single MCP server.,[],aggregators,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,2018-08-02 17:56:45,2025-08-01 16:00:59,2025-08-01 10:51:54,19584,311.0,5625,427.0,6560.0,41.0,4241.0,35028,2025-07-29 11:39:55,25.7.4.0,100.0,,,877.0,28,True,1,,
3,mediar-ai/screenpipe,mediar-ai/screenpipe,"Local-first system capturing screen/audio with timestamped indexing, SQL/embedding storage, semantic search, LLM-..","['local', 'macos', 'official', 'rust']",other-tools-and-integrations,https://github.com/mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,MIT,2024-06-19 13:23:56,2025-07-25 14:14:24,2025-07-25 14:14:23,3992,41.0,1156,86.0,826.0,178.0,801.0,15383,2025-03-28 17:12:29,0.2.74,100.0,,,78.0,28,True,1,15634.0,1202.0
4,punkpeye/fastmcp,punkpeye/fastmcp,A high-level framework for building MCP servers in TypeScript.,['typescript'],other-tools-and-integrations,https://github.com/punkpeye/fastmcp,https://github.com/punkpeye/fastmcp,MIT,2024-12-27 02:12:31,2025-07-31 14:27:08,2025-07-31 14:26:11,210,77.0,163,16.0,71.0,16.0,70.0,2288,2025-07-31 14:27:13,3.13.0,100.0,1163.0,1163.0,32.0,26,True,1,,
5,upstash/context7,upstash/context7,Up-to-date code documentation for LLMs and AI code editors.,"['cloud', 'typescript']",knowledge-and-memory,https://github.com/upstash/context7,https://github.com/upstash/context7,MIT,2025-03-26 23:40:39,2025-08-03 06:58:40,2025-08-03 06:58:39,316,185.0,1210,80.0,130.0,66.0,304.0,23835,2025-06-13 11:30:39,1.0.14,10.0,,,68.0,24,True,1,,
6,microsoft/playwright-mcp,microsoft/playwright-mcp,"Official Microsoft Playwright MCP server, enabling LLMs to interact with web pages through structured accessibility..",[],browser-automation,https://github.com/microsoft/playwright-mcp,https://github.com/microsoft/playwright-mcp,Apache-2.0,2025-03-21 17:48:36,2025-08-02 01:35:31,2025-08-02 01:19:03,289,142.0,1185,73.0,409.0,28.0,385.0,16144,2025-07-26 01:35:06,0.0.32,24.0,,,35.0,24,True,1,,
7,googleapis/genai-toolbox,googleapis/genai-toolbox,"Open source MCP server specializing in easy, fast, and secure tools for Databases.","['cloud', 'go']",databases,https://github.com/googleapis/genai-toolbox,https://github.com/googleapis/genai-toolbox,Apache-2.0,2024-06-07 20:52:54,2025-08-04 05:47:35,2025-08-02 08:04:46,672,283.0,626,62.0,889.0,65.0,102.0,8744,2025-07-25 00:58:46,0.10.0,16.0,,,45.0,24,True,1,,
8,oraios/serena,oraios/serena,A fully-featured coding agent that relies on symbolic code operations by using language servers.,"['local', 'python']",coding-agents,https://github.com/oraios/serena,https://github.com/oraios/serena,MIT,2025-03-23 22:35:24,2025-08-03 21:00:19,2025-08-03 13:53:43,1229,838.0,480,36.0,154.0,45.0,171.0,7054,2025-07-21 22:09:07,0.1.3,2.0,,,32.0,24,True,1,36.0,12.0
9,grafana/mcp-grafana,grafana/mcp-grafana,"Search dashboards, investigate incidents and query datasources in your Grafana instance.","['cloud', 'local', 'official', 'python']",monitoring,https://github.com/grafana/mcp-grafana,https://github.com/grafana/mcp-grafana,Apache-2.0,2024-12-24 15:44:23,2025-08-01 19:40:09,2025-07-30 10:02:47,252,56.0,111,111.0,149.0,28.0,52.0,1321,2025-07-23 13:20:05,0.6.2,17.0,1.0,1.0,26.0,24,True,1,12281.0,1754.0
10,sooperset/mcp-atlassian,sooperset/mcp-atlassian,"MCP server for Atlassian products (Confluence and Jira). Supports Confluence Cloud, Jira Cloud, and Jira Server/Data..","['cloud', 'python']",support-and-service-management,https://github.com/sooperset/mcp-atlassian,https://github.com/sooperset/mcp-atlassian,MIT,2024-12-03 09:25:20,2025-06-30 11:32:08,2025-06-30 11:31:36,325,90.0,468,13.0,340.0,67.0,173.0,2665,2025-06-29 14:00:36,0.11.9,49.0,4.0,4.0,47.0,23,True,1,,
11,dagger/container-use,dagger/container-use,"Containerized environments for coding agents. Multiple agents can work independently, isolated in fresh containers and..","['go', 'linux', 'local', 'macos', 'windows']",code-execution,https://github.com/dagger/container-use,https://github.com/dagger/container-use,Apache-2.0,2025-05-23 23:18:43,2025-08-01 18:37:24,2025-08-01 17:01:01,293,293.0,134,9.0,197.0,32.0,31.0,2661,2025-08-01 18:37:17,0.4.1,13.0,,,27.0,23,True,1,6851.0,3425.0
12,awslabs/mcp,awslabs/mcp,AWS MCP servers for seamless integration with AWS services and resources.,"['cloud', 'official']",cloud-platforms,https://github.com/awslabs/mcp,https://github.com/awslabs/mcp,Apache-2.0,2025-03-21 00:39:00,2025-08-04 02:17:23,2025-08-03 15:20:40,646,437.0,669,51.0,726.0,139.0,134.0,5170,2025-08-01 01:36:30,2025.07.20250731231632,100.0,4.0,4.0,128.0,22,True,1,,
13,cloudflare/mcp-server-cloudflare,cloudflare/mcp-server-cloudflare,"Integration with Cloudflare services including Workers, KV, R2, and D1.","['cloud', 'official', 'typescript']",cloud-platforms,https://github.com/cloudflare/mcp-server-cloudflare,https://github.com/cloudflare/mcp-server-cloudflare,Apache-2.0,2024-11-27 22:07:30,2025-07-22 21:38:33,2025-07-22 21:38:03,291,55.0,230,28.0,168.0,14.0,28.0,2799,2025-07-22 21:38:33,dex-analysis@0.1.6,100.0,8.0,8.0,28.0,22,True,1,,
14,Flux159/mcp-server-kubernetes,Flux159/mcp-server-kubernetes,"Typescript implementation of Kubernetes cluster operations for pods, deployments, services.","['cloud', 'local', 'typescript']",cloud-platforms,https://github.com/Flux159/mcp-server-kubernetes,https://github.com/Flux159/mcp-server-kubernetes,MIT,2024-12-08 00:01:28,2025-08-02 01:05:30,2025-08-02 01:05:29,585,284.0,151,9.0,134.0,9.0,48.0,941,2025-08-02 00:59:13,2.7.0,43.0,7.0,7.0,25.0,22,True,1,40.0,8.0
15,weibaohui/k8m,weibaohui/k8m,"Provides MCP multi-cluster Kubernetes management and operations, featuring a management interface, logging, and nearly..","['cloud', 'go', 'local']",cloud-platforms,https://github.com/weibaohui/k8m,https://github.com/weibaohui/k8m,MIT,2024-10-11 01:39:31,2025-08-01 19:31:55,2025-08-01 19:31:42,3744,830.0,97,14.0,212.0,12.0,52.0,600,2025-07-25 14:41:18,0.0.147,100.0,,,13.0,22,True,1,1540.0,256.0
16,GLips/Figma-Context-MCP,GLips/Figma-Context-MCP,Provide coding agents direct access to Figma data to help them one-shot design implementation.,"['local', 'typescript']",developer-tools,https://github.com/GLips/Figma-Context-MCP,https://github.com/GLips/Figma-Context-MCP,MIT,2025-02-13 02:55:06,2025-07-24 04:19:53,2025-07-18 04:24:27,133,46.0,765,56.0,84.0,19.0,102.0,9631,2025-07-18 03:42:53,0.5.0,8.0,,,19.0,21,True,1,,
17,wonderwhy-er/DesktopCommanderMCP,wonderwhy-er/DesktopCommanderMCP,A swiss-army-knife that can manage/execute programs and read/write/search/edit code and text files.,"['linux', 'local', 'macos', 'typescript', 'windows']",command-line,https://github.com/wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,MIT,2024-12-04 08:26:08,2025-07-23 19:56:19,2025-07-23 09:23:03,320,51.0,446,43.0,88.0,51.0,45.0,4097,2025-07-23 09:38:14,0.2.7,17.0,,,16.0,21,True,1,,
18,Azure/azure-mcp,Azure/azure-mcp,"Official Microsoft MCP server for Azure services including Storage, Cosmos DB, and Azure Monitor.",[],other-tools-and-integrations,https://github.com/Azure/azure-mcp,https://github.com/Azure/azure-mcp,MIT,2025-04-16 14:54:24,2025-08-04 02:08:10,2025-08-01 21:08:42,384,322.0,298,39.0,512.0,149.0,155.0,1065,,,32.0,2.0,2.0,57.0,21,True,1,209.0,52.0
19,supabase-community/supabase-mcp,supabase-community/supabase-mcp,Official Supabase MCP server to connect AI assistants directly with your Supabase project and allows them to perform..,"['cloud', 'official', 'typescript']",databases,https://github.com/supabase-community/supabase-mcp,https://github.com/supabase-community/supabase-mcp,Apache-2.0,2024-12-20 23:52:42,2025-08-01 00:56:55,2025-07-11 14:03:11,248,86.0,178,23.0,66.0,41.0,14.0,1895,2025-06-20 20:58:50,0.4.5,16.0,,,6.0,20,True,1,,
20,julien040/anyquery,julien040/anyquery,"Query more than 40 apps with one binary using SQL. It can also connect to your PostgreSQL, MySQL, or SQLite compatible..","['cloud', 'go', 'local']",aggregators,https://github.com/julien040/anyquery,https://github.com/julien040/anyquery,,2024-04-06 17:17:25,2025-07-18 16:31:53,2025-07-12 13:08:33,366,21.0,67,8.0,9.0,7.0,21.0,1218,2025-06-10 11:48:32,0.4.2,11.0,41.0,41.0,5.0,20,True,2,8195.0,682.0
21,containers/kubernetes-mcp-server,containers/kubernetes-mcp-server,A - powerful Kubernetes MCP server with additional support for OpenShift. Besides providing CRUD operations for any..,"['go', 'local']",cloud-platforms,https://github.com/containers/kubernetes-mcp-server,https://github.com/containers/kubernetes-mcp-server,Apache-2.0,2025-02-11 02:57:36,2025-08-04 04:04:31,2025-08-04 04:04:28,276,135.0,76,5.0,187.0,15.0,35.0,439,2025-07-31 13:49:44,0.0.47,47.0,,,13.0,20,True,2,1508.0,251.0
22,Canner/wren-engine,Canner/wren-engine,The Semantic Engine for Model Context Protocol(MCP) Clients and AI Agents.,"['local', 'python', 'rust']",databases,https://github.com/Canner/wren-engine,https://github.com/Canner/wren-engine,Apache-2.0,2022-05-09 07:07:45,2025-07-31 04:51:40,2025-07-31 04:51:26,1075,88.0,106,14.0,982.0,39.0,253.0,396,2025-07-31 04:51:40,0.18.2,72.0,,,21.0,20,True,1,118.0,4.0
23,aymericzip/intlayer,aymericzip/intlayer,"A MCP Server that enhance your IDE with AI-powered assistance for Intlayer i18n / CMS tool: smart CLI access, access..","['cloud', 'local', 'typescript']",command-line,https://github.com/aymericzip/intlayer,https://github.com/aymericzip/intlayer,Apache-2.0,2024-03-24 20:14:24,2025-08-02 09:40:58,2025-08-02 09:39:16,2587,692.0,35,2.0,118.0,28.0,21.0,229,2024-08-07 00:31:20,cli-example@1.1.12,100.0,44.0,44.0,10.0,20,True,2,,
24,LaurieWired/GhidraMCP,LaurieWired/GhidraMCP,A Model Context Protocol server for Ghidra that enables LLMs to autonomously reverse engineer applications. Provides..,"['java', 'local']",security,https://github.com/LaurieWired/GhidraMCP,https://github.com/LaurieWired/GhidraMCP,Apache-2.0,2025-03-23 05:36:55,2025-06-23 04:18:18,2025-06-23 04:09:41,61,3.0,392,53.0,29.0,20.0,27.0,5518,2025-06-23 04:18:18,1.4,5.0,,,10.0,19,True,1,10538.0,2107.0
25,antvis/mcp-server-chart,antvis/mcp-server-chart,A Model Context Protocol server for generating visual charts using AntV.,"['cloud', 'official', 'typescript']",customer-data-platforms,https://github.com/antvis/mcp-server-chart,https://github.com/antvis/mcp-server-chart,MIT,2025-04-25 09:10:06,2025-08-02 09:52:26,2025-08-02 09:52:25,64,49.0,207,15.0,68.0,17.0,75.0,2269,2025-07-25 07:34:13,0.8.0,11.0,6.0,6.0,11.0,19,True,1,,
26,metatool-ai/metamcp,metatool-ai/metamcp,MetaMCP is the one unified middleware MCP server that manages your MCP connections with GUI.,"['cloud', 'linux', 'local', 'macos', 'typescript', 'windows']",aggregators,https://github.com/metatool-ai/metamcp,https://github.com/metatool-ai/metamcp,MIT,2025-01-22 11:58:52,2025-08-03 13:59:20,2025-07-29 15:27:38,528,295.0,133,12.0,52.0,11.0,59.0,981,2025-07-29 04:59:10,2.3.8,21.0,,,7.0,19,True,2,,
27,taylorwilsdon/google_workspace_mcp,taylorwilsdon/google_workspace_mcp,"Comprehensive Google Workspace MCP server with full support for Google Calendar, Drive, Gmail, and Docs, Forms, Chats,..","['cloud', 'linux', 'macos', 'python', 'windows']",workplace-and-productivity,https://github.com/taylorwilsdon/google_workspace_mcp,https://github.com/taylorwilsdon/google_workspace_mcp,MIT,2025-04-27 18:31:13,2025-08-03 19:51:06,2025-08-01 16:18:11,522,515.0,91,4.0,87.0,11.0,39.0,390,2025-08-01 16:19:16,1.1.17,23.0,,,16.0,19,True,1,354.0,118.0
28,eat-pray-ai/yutu,eat-pray-ai/yutu,A fully functional MCP server and CLI for YouTube to automate YouTube operation.,"['go', 'linux', 'local', 'macos', 'windows']",browser-automation,https://github.com/eat-pray-ai/yutu,https://github.com/eat-pray-ai/yutu,MIT,2023-05-20 09:46:22,2025-08-03 13:06:04,2025-08-03 13:05:50,345,66.0,11,3.0,65.0,2.0,3.0,199,2025-07-05 17:57:14,0.9.10,17.0,3.0,3.0,3.0,19,True,1,6561.0,385.0
29,wanaku-ai/wanaku,wanaku-ai/wanaku,The Wanaku MCP Router is a SSE-based MCP server that provides an extensible routing engine that allows integrating..,"['cloud', 'local']",other-tools-and-integrations,https://github.com/wanaku-ai/wanaku,https://github.com/wanaku-ai/wanaku,Apache-2.0,2025-02-01 13:12:59,2025-07-30 12:36:55,2025-07-30 12:36:55,771,245.0,24,2.0,305.0,42.0,108.0,79,2025-07-17 08:25:31,0.0.7,8.0,5.0,5.0,13.0,19,True,1,499.0,99.0
30,keboola/mcp-server,keboola/mcp-server,interact with Keboola Connection Data Platform. This server provides tools for listing and accessing data from Keboola..,['python'],data-platforms,https://github.com/keboola/mcp-server,https://github.com/keboola/mcp-server,MIT,2025-01-12 20:01:21,2025-08-03 20:04:32,2025-07-30 13:57:31,1879,1235.0,14,18.0,215.0,,5.0,68,2025-07-17 18:13:43,1.13.1,15.0,,,23.0,19,True,1,,
31,apecloud/ApeRAG,apecloud/ApeRAG,"Production-ready RAG platform combining Graph RAG, vector search, and full-text search. Best choice for building your..","['cloud', 'local', 'python']",knowledge-and-memory,https://github.com/apecloud/ApeRAG,https://github.com/apecloud/ApeRAG,Apache-2.0,2023-06-20 12:18:12,2025-08-04 02:44:59,2025-08-01 08:52:44,1998,798.0,7,7.0,841.0,41.0,307.0,60,2025-03-27 07:52:01,0.5.0-alpha.14,100.0,,,17.0,19,True,1,,
32,executeautomation/mcp-playwright,executeautomation/mcp-playwright,An MCP server using Playwright for browser automation and webscrapping.,['typescript'],browser-automation,https://github.com/executeautomation/mcp-playwright,https://github.com/executeautomation/mcp-playwright,MIT,2024-12-03 18:43:20,2025-06-20 21:28:21,2025-06-20 21:28:21,242,38.0,376,35.0,81.0,29.0,50.0,4488,,,,,,29.0,18,True,2,,
33,mrexodia/ida-pro-mcp,mrexodia/ida-pro-mcp,"MCP server for IDA Pro, allowing you to perform binary analysis with AI assistants. This plugin implement..","['local', 'python']",security,https://github.com/mrexodia/ida-pro-mcp,https://github.com/mrexodia/ida-pro-mcp,MIT,2025-03-25 22:23:41,2025-08-02 13:51:36,2025-08-02 13:51:24,137,36.0,288,24.0,38.0,21.0,50.0,2868,2025-04-09 21:10:06,1.3.0,2.0,,,17.0,18,True,1,,
34,bram2w/baserow,bram2w/baserow,"Baserow database integration with table search, list, and row create, read, update, and delete capabilities.",[],databases,https://github.com/bram2w/baserow,https://github.com/bram2w/baserow,,2020-07-20 09:32:04,2025-08-01 09:36:23,2025-07-23 18:56:43,6149,391.0,368,30.0,60.0,,,2807,,,,,,82.0,18,True,1,,
35,mobile-next/mobile-mcp,mobile-next/mobile-mcp,"MCP Server for Android/iOS application and device automation, development and app scraping...","['linux', 'local', 'macos', 'typescript']",developer-tools,https://github.com/mobile-next/mobile-mcp,https://github.com/mobile-next/mobile-mcp,Apache-2.0,2025-03-28 16:21:06,2025-07-31 16:09:53,2025-07-31 16:09:39,155,42.0,151,19.0,58.0,30.0,63.0,1599,2025-07-31 16:10:23,0.0.23,13.0,2.0,2.0,15.0,18,True,1,,
36,stack-chan/stack-chan,stack-chan/stack-chan,A JavaScript-driven M5Stack-embedded super-kawaii robot with MCP server functionality for AI-controlled interactions..,"['embedded', 'typescript']",embedded-system,https://github.com/stack-chan/stack-chan,https://github.com/stack-chan/stack-chan,Apache-2.0,2021-06-06 14:31:19,2025-07-17 15:21:44,2025-07-17 15:14:32,1165,72.0,107,28.0,227.0,25.0,75.0,940,2022-09-05 05:57:58,0.2.1,4.0,,,18.0,18,True,1,37.0,0.0
37,CoderGamester/mcp-unity,CoderGamester/mcp-unity,MCP Server for Unity3d Game Engine integration for game development.,"['csharp', 'local']",gaming,https://github.com/CoderGamester/mcp-unity,https://github.com/CoderGamester/mcp-unity,MIT,2025-03-13 20:41:25,2025-08-02 22:50:58,2025-08-02 22:36:55,150,67.0,106,16.0,24.0,5.0,42.0,848,2025-07-11 13:13:25,1.1.2,6.0,,,11.0,18,True,1,153.0,38.0
38,benborla/mcp-server-mysql,benborla/mcp-server-mysql,MySQL database integration in NodeJS with configurable access controls and schema inspection.,"['cloud', 'local']",databases,https://github.com/benborla/mcp-server-mysql,https://github.com/benborla/mcp-server-mysql,MIT,2024-12-09 14:02:55,2025-07-17 15:18:05,2025-07-17 15:18:02,160,54.0,92,5.0,21.0,19.0,35.0,687,2025-07-17 15:15:22,2.0.5,13.0,,,14.0,18,True,1,,
39,mark3labs/mcp-filesystem-server,mark3labs/mcp-filesystem-server,Golang implementation for local file system access.,"['go', 'local']",file-systems,https://github.com/mark3labs/mcp-filesystem-server,https://github.com/mark3labs/mcp-filesystem-server,MIT,2024-11-28 12:15:08,2025-07-08 16:11:52,2025-06-29 21:37:00,54,28.0,69,4.0,30.0,12.0,13.0,476,2025-06-22 20:23:14,0.11.1,14.0,14.0,14.0,7.0,18,True,1,443.0,88.0
40,centralmind/gateway,centralmind/gateway,"MCP and MCP SSE Server that automatically generate API based on database schema and data. Supports PostgreSQL,..","['go', 'local', 'macos', 'windows']",databases,https://github.com/centralmind/gateway,https://github.com/centralmind/gateway,Apache-2.0,2025-02-10 19:34:14,2025-07-18 16:15:36,2025-07-18 16:15:36,477,15.0,48,8.0,38.0,13.0,35.0,440,2025-07-12 08:14:25,0.2.19,38.0,,,10.0,18,True,1,811.0,135.0
41,korotovsky/slack-mcp-server,korotovsky/slack-mcp-server,The most powerful MCP server for Slack Workspaces.,"['cloud', 'typescript']",communication,https://github.com/korotovsky/slack-mcp-server,https://github.com/korotovsky/slack-mcp-server,MIT,2025-04-12 11:31:34,2025-07-27 15:24:42,2025-07-27 15:24:39,212,175.0,52,2.0,36.0,4.0,31.0,427,2025-07-26 19:46:45,1.1.23,24.0,,,11.0,18,True,1,813.0,203.0
42,gannonh/firebase-mcp,gannonh/firebase-mcp,"Firebase services including Auth, Firestore and Storage.",['cloud'],databases,https://github.com/gannonh/firebase-mcp,https://github.com/gannonh/firebase-mcp,MIT,2025-03-08 21:00:09,2025-07-14 12:08:24,2025-05-26 13:02:19,201,65.0,33,3.0,85.0,1.0,29.0,191,2025-05-10 16:20:39,1.4.9,8.0,4.0,4.0,4.0,18,True,1,,
43,ahujasid/blender-mcp,ahujasid/blender-mcp,MCP server for working with Blender.,['python'],art-and-culture,https://github.com/ahujasid/blender-mcp,https://github.com/ahujasid/blender-mcp,MIT,2025-03-07 09:58:58,2025-08-03 01:31:52,2025-08-03 01:31:52,116,15.0,1164,116.0,47.0,14.0,70.0,12738,,,,,,11.0,17,True,1,,
44,haris-musa/excel-mcp-server,haris-musa/excel-mcp-server,"An Excel manipulation server providing workbook creation, data operations, formatting, and advanced features (charts,..","['local', 'python']",developer-tools,https://github.com/haris-musa/excel-mcp-server,https://github.com/haris-musa/excel-mcp-server,MIT,2025-02-12 06:39:48,2025-08-01 12:07:10,2025-08-01 11:55:59,42,31.0,206,9.0,43.0,19.0,20.0,1829,2025-08-01 08:15:47,0.1.6,6.0,,,9.0,17,True,1,,
45,cjo4m06/mcp-shrimp-task-manager,cjo4m06/mcp-shrimp-task-manager,"A programming-focused task management system that boosts coding agents like Cursor AI with advanced task memory, self-..","['cloud', 'local', 'typescript']",developer-tools,https://github.com/cjo4m06/mcp-shrimp-task-manager,https://github.com/cjo4m06/mcp-shrimp-task-manager,MIT,2025-04-12 08:59:07,2025-07-30 06:26:48,2025-07-30 06:24:17,165,58.0,159,18.0,20.0,18.0,42.0,1460,,,,3.0,3.0,7.0,17,True,1,,
46,mariocandela/beelzebub,mariocandela/beelzebub,Beelzebub is a honeypot framework that lets you build honeypot tools using MCP. Its purpose is to detect prompt..,['cloud'],security,https://github.com/mariocandela/beelzebub,https://github.com/mariocandela/beelzebub,GPL-3.0,2022-05-08 18:47:02,2025-08-01 06:34:52,2025-08-01 05:59:07,277,11.0,104,16.0,159.0,1.0,23.0,1345,2025-08-01 06:34:52,3.4.1,52.0,,,6.0,17,True,2,,
47,neo4j-contrib/mcp-neo4j,neo4j-contrib/mcp-neo4j,"Model Context Protocol with Neo4j (Run queries, Knowledge Graph Memory, Manaage Neo4j Aura Instances).","['local', 'python']",databases,https://github.com/neo4j-contrib/mcp-neo4j,https://github.com/neo4j-contrib/mcp-neo4j,MIT,2024-12-03 15:44:25,2025-08-01 20:56:49,2025-07-30 14:07:11,221,144.0,146,10.0,82.0,29.0,14.0,584,2025-07-21 13:29:14,mcp-neo4j-aura-manager-v0.3.0,17.0,,,8.0,17,True,2,367.0,45.0
48,Shopify/dev-mcp,Shopify/dev-mcp,Model Context Protocol (MCP) server that interacts with Shopify Dev.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/Shopify/dev-mcp,https://github.com/Shopify/dev-mcp,ISC,2025-03-11 17:12:17,2025-08-01 20:06:47,2025-08-01 20:06:47,168,124.0,43,61.0,75.0,10.0,,442,2025-05-21 09:31:23,1.1.0,4.0,,,16.0,17,True,2,,
49,zinja-coder/jadx-ai-mcp,zinja-coder/jadx-ai-mcp,JADX-AI-MCP is a plugin and MCP Server for the JADX decompiler that integrates directly with Model Context Protocol..,"['java', 'local']",security,https://github.com/zinja-coder/jadx-ai-mcp,https://github.com/zinja-coder/jadx-ai-mcp,Apache-2.0,2025-04-07 17:28:54,2025-07-31 20:27:53,2025-07-31 20:27:53,89,27.0,44,6.0,3.0,3.0,10.0,408,2025-07-31 20:26:20,3.0.0,11.0,,,4.0,17,True,2,5557.0,1389.0
50,strowk/mcp-k8s-go,strowk/mcp-k8s-go,Kubernetes cluster operations through MCP.,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/strowk/mcp-k8s-go,https://github.com/strowk/mcp-k8s-go,MIT,2024-12-01 07:00:54,2025-07-29 00:10:48,2025-07-20 14:39:22,333,42.0,41,3.0,45.0,7.0,9.0,332,2025-07-20 14:00:52,0.5.0,31.0,1.0,1.0,11.0,17,True,2,829.0,103.0
51,dbt-labs/dbt-mcp,dbt-labs/dbt-mcp,"Official MCP server for dbt (data build tool) providing integration with dbt Core/Cloud CLI, project metadata..","['cloud', 'local', 'official', 'python']",data-platforms,https://github.com/dbt-labs/dbt-mcp,https://github.com/dbt-labs/dbt-mcp,Apache-2.0,2025-03-12 20:13:12,2025-07-31 14:05:48,2025-07-31 14:05:47,204,107.0,41,13.0,219.0,17.0,30.0,330,2025-07-25 13:34:17,0.2.20,19.0,,,19.0,17,True,3,,
52,MigoXLab/dingo,MigoXLab/dingo,MCP server for the Dingo: a comprehensive data quality evaluation tool. Server Enables interaction with Dingos rule-..,"['linux', 'local', 'macos', 'official', 'python', 'windows']",data-science-tools,https://github.com/MigoXLab/dingo,https://github.com/MigoXLab/dingo,Apache-2.0,2024-12-24 05:59:24,2025-08-01 08:19:28,2025-07-31 09:10:21,249,136.0,33,5.0,125.0,2.0,11.0,314,2025-07-31 11:20:11,1.9.0,8.0,,,13.0,17,True,1,,
53,IvanMurzak/Unity-MCP,IvanMurzak/Unity-MCP,MCP Server for Unity Editor and for a game made with Unity.,"['csharp', 'linux', 'local', 'macos', 'windows']",gaming,https://github.com/IvanMurzak/Unity-MCP,https://github.com/IvanMurzak/Unity-MCP,Apache-2.0,2025-04-02 09:57:01,2025-08-04 05:47:33,2025-07-25 06:59:58,784,252.0,31,13.0,73.0,14.0,83.0,306,2025-07-25 07:00:28,0.12.0,28.0,,,2.0,17,True,3,,
54,apify/actors-mcp-server,apify/actors-mcp-server,"Use 3,000+ pre-built cloud tools, known as Actors, to extract data from websites, e-commerce, social media, search..","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/apify/actors-mcp-server,https://github.com/apify/actors-mcp-server,Apache-2.0,2025-01-02 15:43:09,2025-08-01 07:45:42,2025-08-01 07:45:05,257,112.0,33,4.0,132.0,14.0,54.0,282,2025-08-01 07:45:42,0.3.2,47.0,2.0,2.0,11.0,17,True,2,2.0,0.0
55,joinly-ai/joinly,joinly-ai/joinly,"MCP server to interact with browser-based meeting platforms (Zoom, Teams, Google Meet). Enables AI agents to send bots..","['cloud', 'python']",communication,https://github.com/joinly-ai/joinly,https://github.com/joinly-ai/joinly,MIT,2025-05-29 01:21:02,2025-08-04 01:05:49,2025-08-04 00:16:44,543,534.0,22,5.0,74.0,3.0,8.0,261,2025-08-04 00:33:48,0.4.0,8.0,,,3.0,17,True,1,,
56,Softeria/ms-365-mcp-server,Softeria/ms-365-mcp-server,"MCP server that connects to Microsoft Office and the whole Microsoft 365 suite using Graph API (including Outlook,..","['cloud', 'typescript']",communication,https://github.com/Softeria/ms-365-mcp-server,https://github.com/Softeria/ms-365-mcp-server,MIT,2025-04-02 19:55:54,2025-07-28 06:26:13,2025-07-28 06:25:39,163,101.0,53,3.0,69.0,3.0,33.0,194,2025-07-28 06:26:16,0.15.0,70.0,2.0,2.0,10.0,17,True,1,,
57,browserbase/mcp-server-browserbase,browserbase/mcp-server-browserbase,"Automate browser interactions in the cloud (e.g. web navigation, data extraction, form filling, and more).","['official', 'typescript']",browser-automation,https://github.com/browserbase/mcp-server-browserbase,https://github.com/browserbase/mcp-server-browserbase,Apache-2.0,2024-12-05 19:20:40,2025-07-30 19:26:45,2025-07-30 19:26:45,157,60.0,238,17.0,78.0,6.0,19.0,2349,,,,,,12.0,16,True,2,,
58,chrishayuk/mcp-cli,chrishayuk/mcp-cli,Yet another CLI tool for testing MCP servers.,"['local', 'python']",other-tools-and-integrations,https://github.com/chrishayuk/mcp-cli,https://github.com/chrishayuk/mcp-cli,,2024-11-30 00:06:19,2025-07-18 14:06:17,2025-07-18 14:06:17,276,97.0,270,25.0,91.0,19.0,49.0,1599,,,,,,15.0,16,True,2,,
